"",F.stat,p.value,-log10(p),FDR
400.7_814.5341m/z,0.23231,0.79344,0.10048,0.90886
80.73_834.6156m/z,0.23197,0.79371,0.10034,0.90901
377.66_1500.1434m/z,0.23157,0.79403,0.10016,0.90901
206.67_435.3475m/z,0.23156,0.79403,0.10016,0.90901
421.46_796.6229m/z,0.23146,0.79412,0.10012,0.90901
263.13_637.5513m/z,0.23137,0.79419,0.10008,0.90901
336.71_765.5493m/z,0.23134,0.79421,0.10007,0.90901
633.86_135.1173m/z,0.23115,0.79436,0.099982,0.90901
442.79_553.4376m/z,0.23113,0.79438,0.099973,0.90901
269.52_1175.7042m/z,0.23099,0.79449,0.099911,0.90901
58.72_786.0425m/z,0.23089,0.79457,0.09987,0.90901
TG(52:5)_1,0.23078,0.79465,0.099824,0.90901
494.0_424.8279m/z,0.23004,0.79523,0.099506,0.90947
397.51_1622.2099m/z,0.23003,0.79524,0.099499,0.90947
395.22_795.6107m/z,0.22984,0.79539,0.099418,0.90953
545.91_675.5904m/z,0.2296,0.79558,0.099315,0.90963
97.16_484.3307m/z,0.2294,0.79574,0.099229,0.9097
603.86_863.7117m/z,0.22907,0.796,0.099087,0.90988
115.19_540.3541m/z,0.22892,0.79612,0.099022,0.90988
397.5_1631.1992m/z,0.22876,0.79624,0.098954,0.90988
354.73_762.5087m/z,0.2286,0.79637,0.098886,0.90988
328.95_650.439m/z,0.22842,0.79652,0.098806,0.90988
507.24_444.3751m/z,0.22834,0.79657,0.098774,0.90988
60.78_1231.8561m/z,0.22833,0.79658,0.098768,0.90988
335.34_1465.1493m/z,0.22784,0.79697,0.098556,0.91009
421.92_868.5842m/z,0.22757,0.79718,0.098441,0.91009
660.32_663.4545m/z,0.22723,0.79746,0.098292,0.91009
305.22_551.5036m/z,0.22713,0.79753,0.098251,0.91009
315.49_578.523m/z,0.22713,0.79753,0.09825,0.91009
400.47_776.5797m/z,0.22703,0.79761,0.098209,0.91009
500.39_706.6351m/z,0.22696,0.79767,0.098177,0.91009
294.62_490.4621m/z,0.22682,0.79778,0.098117,0.91009
176.9_363.2511m/z,0.2268,0.79779,0.09811,0.91009
LPC(17:1/0:0),0.22675,0.79784,0.098085,0.91009
326.67_888.5687m/z,0.22673,0.79785,0.098078,0.91009
427.27_100.933m/z,0.22598,0.79844,0.097757,0.91066
431.38_856.6567m/z,0.22568,0.79869,0.097624,0.91082
367.84_748.5753m/z,0.22514,0.79911,0.097392,0.9112
50.74_1070.742m/z,0.22492,0.79929,0.097296,0.91129
362.49_552.4332m/z,0.22435,0.79974,0.097054,0.91168
496.28_1009.6376m/z,0.22397,0.80004,0.096891,0.91191
496.28_859.6905m/z,0.22373,0.80023,0.096787,0.91202
86.89_937.6862m/z,0.22352,0.80039,0.096696,0.91205
253.09_645.4971m/z,0.22345,0.80045,0.096665,0.91205
269.97_597.4494m/z,0.2231,0.80073,0.096513,0.91225
353.13_697.4644m/z,0.22298,0.80083,0.096461,0.91225
196.17_418.3434m/z,0.22273,0.80103,0.096354,0.91226
174.62_490.4075m/z,0.22264,0.80109,0.096317,0.91226
386.78_1494.1688m/z,0.22244,0.80125,0.09623,0.91226
53.7_1217.8406m/z,0.2224,0.80129,0.09621,0.91226
253.09_648.5159m/z,0.22235,0.80133,0.09619,0.91226
95.11_696.4976m/z,0.22202,0.80158,0.096051,0.91245
426.36_539.3254m/z,0.22181,0.80175,0.095959,0.91253
326.89_720.5528m/z,0.22133,0.80214,0.095749,0.91286
597.47_892.6928m/z,0.22113,0.8023,0.095665,0.91292
393.85_749.5312m/z,0.22092,0.80246,0.095576,0.913
52.33_538.3506m/z,0.22076,0.80259,0.095504,0.913
Beta-cryptoxanthin,0.22059,0.80273,0.095431,0.913
315.49_859.5328m/z,0.22055,0.80276,0.095414,0.913
500.62_644.5978m/z,0.22043,0.80286,0.095362,0.913
340.36_847.6254m/z,0.22026,0.80299,0.095289,0.91304
606.71_906.762m/z,0.21968,0.80345,0.095042,0.91345
442.56_396.8097m/z,0.21939,0.80368,0.094915,0.9136
366.02_763.5097m/z,0.21921,0.80383,0.094836,0.91366
396.59_1580.2028m/z,0.21886,0.80411,0.094685,0.91386
83.7_594.4302m/z,0.21873,0.80421,0.09463,0.91386
561.88_660.6659m/z,0.21861,0.80431,0.094578,0.91386
378.11_1544.1685m/z,0.21849,0.8044,0.094526,0.91386
570.55_416.3646m/z,0.21828,0.80457,0.094435,0.91391
596.79_574.4916m/z,0.21811,0.80471,0.094362,0.91391
629.52_881.7509m/z,0.21806,0.80475,0.094341,0.91391
213.06_545.416m/z,0.21794,0.80484,0.094292,0.91391
546.36_366.2197m/z,0.21741,0.80526,0.094062,0.9142
588.57_663.4544m/z,0.21736,0.8053,0.094042,0.9142
379.71_276.2156m/z,0.21725,0.80539,0.093992,0.9142
397.51_1623.216m/z,0.21691,0.80567,0.093845,0.91438
396.82_868.6065m/z,0.21681,0.80574,0.093803,0.91438
63.62_529.4132m/z,0.21656,0.80594,0.093696,0.91449
428.19_875.6736m/z,0.21602,0.80638,0.093461,0.91487
V5FC,0.21567,0.80666,0.093311,0.91508
396.82_1581.2069m/z,0.2155,0.80679,0.093238,0.91512
488.99_845.6858m/z,0.21524,0.807,0.093124,0.91517
342.18_653.5508m/z,0.21519,0.80704,0.093107,0.91517
269.97_366.3743m/z,0.21488,0.80729,0.092971,0.91535
383.58_790.6147m/z,0.21451,0.80758,0.092814,0.91551
PE(16:0/20:4),0.21446,0.80763,0.092789,0.91551
366.02_740.5238m/z,0.21412,0.8079,0.092642,0.91571
625.19_953.8284m/z,0.2138,0.80815,0.092507,0.91577
378.34_1515.1745m/z,0.21371,0.80823,0.092467,0.91577
269.75_549.4518m/z,0.21354,0.80836,0.092393,0.91577
464.01_695.5937m/z,0.21349,0.80841,0.092371,0.91577
60.78_998.709m/z,0.21343,0.80845,0.092348,0.91577
460.13_1195.0456m/z,0.21324,0.8086,0.092265,0.91577
336.94_520.5096m/z,0.21316,0.80867,0.092229,0.91577
335.79_1485.1416m/z,0.21306,0.80875,0.092188,0.91577
349.26_543.4156m/z,0.21283,0.80893,0.092087,0.91585
337.62_707.544m/z,0.21272,0.80902,0.092042,0.91585
459.22_1627.3686m/z,0.21254,0.80916,0.091963,0.91591
426.13_624.5566m/z,0.21235,0.80932,0.09188,0.91597
436.17_603.5261m/z,0.21188,0.8097,0.091676,0.91629
416.9_810.6032m/z,0.21129,0.81017,0.091425,0.91671
90.77_495.3278m/z,0.21065,0.81068,0.091148,0.91718
96.71_281.6499m/z,0.21034,0.81094,0.091012,0.9172
329.4_375.7559m/z,0.21032,0.81095,0.091004,0.9172
326.89_943.4882m/z,0.21007,0.81116,0.090896,0.9172
406.18_762.5074m/z,0.21006,0.81116,0.090892,0.9172
397.62_1569.2153m/z,0.20984,0.81134,0.090798,0.9172
406.17_381.7564m/z,0.2097,0.81145,0.090738,0.9172
470.85_829.6932m/z,0.20966,0.81148,0.090723,0.9172
270.89_363.3261m/z,0.20965,0.81149,0.090716,0.9172
346.06_804.5552m/z,0.20947,0.81164,0.090639,0.91725
644.81_890.8185m/z,0.20857,0.81236,0.090249,0.91796
379.25_552.4337m/z,0.20843,0.81248,0.090189,0.91797
62.71_445.2469m/z,0.20831,0.81257,0.090138,0.91797
348.11_754.5381m/z,0.20801,0.81281,0.090009,0.91811
65.68_1333.9238m/z,0.20791,0.81289,0.089967,0.91811
293.93_891.4642m/z,0.2074,0.8133,0.089748,0.91846
PC(O-18:0/20:4),0.20718,0.81348,0.089651,0.91856
383.82_793.6818m/z,0.20704,0.81359,0.089593,0.91857
464.01_696.5979m/z,0.20688,0.81373,0.089522,0.91861
384.27_792.5913m/z,0.20648,0.81405,0.089351,0.91886
401.61_888.6229m/z,0.20623,0.81425,0.089242,0.9189
377.66_1539.1637m/z,0.20617,0.8143,0.089216,0.9189
389.06_1517.2048m/z,0.20607,0.81438,0.089173,0.9189
353.82_380.2451m/z,0.20587,0.81454,0.089086,0.91897
316.4_692.5241m/z,0.20559,0.81477,0.088965,0.91912
366.02_762.506m/z,0.20505,0.81521,0.088732,0.91933
396.36_716.5228m/z,0.20501,0.81523,0.088718,0.91933
439.82_746.6002m/z,0.20475,0.81545,0.088602,0.91933
SM(d30:1); SM(d16:1/14:0) | SM(d18:1/12:0),0.20475,0.81545,0.088602,0.91933
64.53_463.3394m/z,0.20474,0.81545,0.0886,0.91933
629.52_263.2379m/z,0.20444,0.8157,0.088471,0.91949
417.13_545.3445m/z,0.20401,0.81604,0.088286,0.91977
51.42_559.4248m/z,0.20315,0.81674,0.087915,0.92045
593.36_881.6714m/z,0.20284,0.81699,0.087781,0.92056
50.74_1071.7449m/z,0.20228,0.81745,0.08754,0.92056
335.34_1564.1349m/z,0.20226,0.81746,0.087532,0.92056
500.39_630.6189m/z,0.20214,0.81756,0.087478,0.92056
500.62_645.601m/z,0.20202,0.81766,0.087429,0.92056
649.14_949.7656m/z,0.20202,0.81766,0.087428,0.92056
90.77_509.3071m/z,0.20193,0.81773,0.08739,0.92056
641.84_929.8288m/z,0.20177,0.81786,0.087319,0.92056
208.95_284.267m/z,0.20168,0.81794,0.087278,0.92056
633.86_175.1485m/z,0.20161,0.81799,0.08725,0.92056
377.88_1507.1559m/z,0.20158,0.81802,0.087238,0.92056
LPC(0:0/14:0),0.20156,0.81803,0.087229,0.92056
421.46_238.8911m/z,0.20084,0.81862,0.086919,0.92098
Cer(d18:1/24:1),0.20076,0.81868,0.086884,0.92098
631.8_603.534m/z,0.20074,0.8187,0.086874,0.92098
75.03_413.2672m/z,0.2005,0.8189,0.086771,0.92109
442.33_801.6765m/z,0.20035,0.81902,0.086705,0.92111
400.93_740.5567m/z,0.2002,0.81914,0.086641,0.92114
478.38_859.6905m/z,0.19996,0.81934,0.086536,0.92125
259.25_392.3032m/z,0.19925,0.81991,0.086234,0.92161
391.57_862.629m/z,0.1992,0.81995,0.086211,0.92161
500.85_636.5971m/z,0.1992,0.81996,0.086209,0.92161
380.62_704.5585m/z,0.19901,0.82011,0.086128,0.92164
106.06_524.3358m/z,0.19892,0.82018,0.08609,0.92164
348.11_874.4979m/z,0.19852,0.82051,0.085916,0.92179
388.15_761.0159m/z,0.19851,0.82051,0.085914,0.92179
270.2_576.4708m/z,0.19836,0.82064,0.085847,0.92182
335.11_897.5135m/z,0.19806,0.82089,0.085717,0.92191
88.26_746.5617m/z,0.19787,0.82104,0.085638,0.92191
74.8_732.5474m/z,0.19781,0.82109,0.08561,0.92191
328.26_960.5207m/z,0.19772,0.82116,0.085574,0.92191
378.34_1476.1439m/z,0.19751,0.82133,0.085483,0.92191
246.47_776.4975m/z,0.19709,0.82168,0.085299,0.92191
545.91_676.594m/z,0.19702,0.82173,0.08527,0.92191
341.95_909.5493m/z,0.19692,0.82181,0.085228,0.92191
267.47_568.4453m/z,0.19676,0.82195,0.085156,0.92191
67.73_1055.7497m/z,0.19672,0.82197,0.085143,0.92191
299.18_816.5848m/z,0.1967,0.82199,0.085131,0.92191
169.03_471.3937m/z,0.19661,0.82207,0.085094,0.92191
460.81_994.7187m/z,0.19653,0.82213,0.08506,0.92191
472.91_800.6629m/z,0.19638,0.82226,0.084992,0.92191
72.75_586.453m/z,0.19633,0.82229,0.084973,0.92191
458.76_695.4225m/z,0.19618,0.82242,0.084908,0.92191
500.39_631.6222m/z,0.19609,0.82249,0.084868,0.92191
340.58_538.5187m/z,0.19607,0.82251,0.08486,0.92191
58.04_1319.9091m/z,0.19564,0.82285,0.084677,0.92216
78.22_422.3281m/z,0.19545,0.82302,0.084592,0.92216
478.38_860.6936m/z,0.19535,0.82309,0.084552,0.92216
50.05_836.5955m/z,0.19521,0.82321,0.084491,0.92216
402.07_623.564m/z,0.19508,0.82331,0.084435,0.92216
192.75_365.3204m/z,0.19506,0.82333,0.084427,0.92216
335.34_1600.0777m/z,0.19472,0.82361,0.08428,0.92236
MG(18:1)_1,0.19428,0.82397,0.084089,0.92265
171.65_637.3056m/z,0.19364,0.8245,0.083811,0.92294
388.15_1012.4627m/z,0.19363,0.82451,0.083806,0.92294
516.82_858.7212m/z,0.19348,0.82462,0.083745,0.92294
366.02_741.5273m/z,0.19348,0.82462,0.083744,0.92294
297.81_421.3477m/z,0.19293,0.82508,0.083505,0.92326
90.77_588.2694m/z,0.19289,0.82511,0.08349,0.92326
451.69_632.6008m/z,0.19261,0.82534,0.083367,0.92334
633.86_147.1172m/z,0.19257,0.82537,0.083349,0.92334
482.72_630.6167m/z,0.19238,0.82553,0.083269,0.9234
269.97_1151.7031m/z,0.19217,0.8257,0.083177,0.92341
336.71_873.549m/z,0.19207,0.82578,0.083137,0.92341
64.76_815.0632m/z,0.19189,0.82593,0.083058,0.92341
391.12_860.6186m/z,0.19168,0.8261,0.082968,0.92341
295.3_275.2012m/z,0.19165,0.82612,0.082955,0.92341
459.9_1069.696m/z,0.19163,0.82614,0.082947,0.92341
581.96_665.5287m/z,0.19139,0.82634,0.08284,0.92353
186.59_415.3569m/z,0.19115,0.82653,0.082739,0.92355
58.04_617.4643m/z,0.19112,0.82656,0.082725,0.92355
379.02_754.5926m/z,0.19068,0.82692,0.082538,0.92384
73.43_587.4265m/z,0.19028,0.82725,0.082363,0.92407
193.2_503.4075m/z,0.19019,0.82732,0.082324,0.92407
478.84_783.6748m/z,0.19001,0.82747,0.082247,0.92408
340.59_842.6005m/z,0.18984,0.82761,0.082172,0.92408
457.85_908.6736m/z,0.18975,0.82769,0.082133,0.92408
LPC(0:0/16:1),0.1897,0.82773,0.082111,0.92408
191.72_491.3717m/z,0.18938,0.82799,0.081977,0.92426
48.68_412.3267m/z,0.18847,0.82874,0.081582,0.92472
269.52_581.5127m/z,0.18815,0.829,0.081445,0.92472
426.59_159.9757m/z,0.18811,0.82903,0.081428,0.92472
379.03_733.6134m/z,0.18801,0.82912,0.081383,0.92472
357.7_1517.14m/z,0.18794,0.82918,0.081351,0.92472
Cer(d18:2/22:0),0.18791,0.8292,0.081342,0.92472
386.55_858.5914m/z,0.18789,0.82922,0.08133,0.92472
195.94_420.3594m/z,0.18785,0.82925,0.081315,0.92472
90.77_492.3087m/z,0.18779,0.8293,0.08129,0.92472
366.02_1590.1514m/z,0.18734,0.82967,0.081094,0.92479
406.4_383.2669m/z,0.1873,0.8297,0.081078,0.92479
328.95_1771.0903m/z,0.18719,0.8298,0.081029,0.92479
333.97_829.557m/z,0.18718,0.8298,0.081027,0.92479
614.01_599.5041m/z,0.18711,0.82986,0.080995,0.92479
69.1_825.5586m/z,0.18699,0.82996,0.080942,0.92479
594.51_851.7033m/z,0.18644,0.83042,0.080705,0.92496
336.71_874.5524m/z,0.18634,0.8305,0.080662,0.92496
307.05_278.2238m/z,0.18634,0.8305,0.080662,0.92496
500.39_707.6383m/z,0.18629,0.83053,0.080642,0.92496
Cer(d18:1/22:0),0.18605,0.83073,0.080538,0.92496
436.4_613.4824m/z,0.18603,0.83075,0.080528,0.92496
379.25_553.4371m/z,0.18595,0.83081,0.080496,0.92496
51.65_661.4599m/z,0.18541,0.83126,0.080261,0.92535
82.56_468.309m/z,0.18524,0.83141,0.080187,0.9254
74.57_682.4826m/z,0.18405,0.83239,0.079675,0.92597
94.2_849.6315m/z,0.18402,0.83241,0.079661,0.92597
66.13_792.5501m/z,0.18399,0.83243,0.07965,0.92597
394.31_750.5457m/z,0.18386,0.83254,0.079594,0.92597
433.43_397.8043m/z,0.18373,0.83265,0.079535,0.92597
111.99_325.1836m/z,0.1837,0.83268,0.079522,0.92597
67.27_484.3856m/z,0.18365,0.83271,0.079504,0.92597
86.44_572.4198m/z,0.18355,0.8328,0.07946,0.92597
138.34_526.3774m/z,0.18335,0.83297,0.079373,0.92597
293.93_989.4403m/z,0.18324,0.83306,0.079324,0.92597
82.56_469.3124m/z,0.18319,0.8331,0.079304,0.92597
401.61_745.6222m/z,0.18311,0.83317,0.079268,0.92597
195.94_417.3359m/z,0.18299,0.83326,0.079218,0.92597
V1CH,0.18293,0.83331,0.079193,0.92597
353.13_415.7845m/z,0.18267,0.83353,0.079079,0.92603
53.25_519.3502m/z,0.18257,0.83362,0.079034,0.92603
389.75_701.5322m/z,0.1825,0.83367,0.079008,0.92603
PE(16:0/18:1),0.18231,0.83383,0.078925,0.92606
375.15_716.5563m/z,0.18223,0.8339,0.078888,0.92606
V1PL,0.18195,0.83412,0.078771,0.9262
252.98_362.2966m/z,0.18141,0.83457,0.078535,0.92659
634.54_933.7821m/z,0.18098,0.83493,0.078349,0.92681
488.99_844.6826m/z,0.1809,0.835,0.078315,0.92681
334.88_782.784m/z,0.18073,0.83514,0.078241,0.92681
160.7_353.2667m/z,0.1807,0.83516,0.078229,0.92681
294.62_472.4512m/z,0.18048,0.83534,0.078136,0.92689
465.15_846.6782m/z,0.18004,0.83571,0.077942,0.9272
54.39_709.4719m/z,0.17957,0.8361,0.077742,0.92751
426.82_761.6443m/z,0.17925,0.83637,0.077603,0.92768
389.06_797.4918m/z,0.17915,0.83645,0.07756,0.92768
400.7_718.5755m/z,0.17876,0.83677,0.077392,0.92793
417.13_572.3365m/z,0.17855,0.83695,0.077303,0.92801
546.36_696.4246m/z,0.17816,0.83727,0.077132,0.92825
151.57_480.2878m/z,0.17796,0.83744,0.077045,0.92825
229.94_410.3171m/z,0.17793,0.83747,0.077032,0.92825
613.55_997.6861m/z,0.17744,0.83788,0.076821,0.92859
386.55_838.619m/z,0.17722,0.83806,0.076726,0.92861
401.16_717.5613m/z,0.17718,0.83809,0.076709,0.92861
49.59_607.4038m/z,0.17688,0.83834,0.076579,0.92878
634.08_899.7909m/z,0.17647,0.83868,0.076403,0.92904
428.64_825.524m/z,0.17618,0.83892,0.076278,0.92919
451.0_843.6587m/z,0.17607,0.83901,0.076231,0.92919
386.33_1579.1899m/z,0.17583,0.83922,0.076126,0.9293
270.43_372.3624m/z,0.17541,0.83956,0.075947,0.92937
52.56_639.4452m/z,0.17541,0.83957,0.075945,0.92937
426.59_781.6207m/z,0.17539,0.83958,0.075939,0.92937
282.98_410.3543m/z,0.17521,0.83973,0.07586,0.92943
387.24_1630.2105m/z,0.17506,0.83986,0.075794,0.92946
211.23_593.4754m/z,0.17416,0.8406,0.075409,0.92981
336.71_850.5537m/z,0.17405,0.8407,0.07536,0.92981
69.55_822.601m/z,0.174,0.84075,0.075336,0.92981
576.71_847.6824m/z,0.17383,0.84088,0.075264,0.92981
408.45_802.596m/z,0.17363,0.84105,0.075176,0.92981
233.59_578.4854m/z,0.17356,0.84111,0.075147,0.92981
SM(d16:1/24:0),0.17333,0.8413,0.075049,0.92981
451.0_896.6337m/z,0.17329,0.84134,0.075029,0.92981
336.25_1430.1354m/z,0.17327,0.84135,0.075024,0.92981
335.11_761.5805m/z,0.17317,0.84143,0.07498,0.92981
436.4_773.546m/z,0.17316,0.84144,0.074976,0.92981
170.97_536.4052m/z,0.17311,0.84148,0.074954,0.92981
49.6_386.2907m/z,0.17304,0.84154,0.074925,0.92981
420.77_892.5831m/z,0.173,0.84158,0.074907,0.92981
496.52_1631.3981m/z,0.17228,0.84218,0.074597,0.93034
368.07_749.5793m/z,0.172,0.84241,0.074474,0.93034
96.93_433.2191m/z,0.17182,0.84256,0.074397,0.93034
254.46_650.4759m/z,0.17166,0.8427,0.074326,0.93034
459.22_1637.3327m/z,0.1716,0.84275,0.0743,0.93034
PA(16:0/18:1),0.17152,0.84282,0.074266,0.93034
176.21_591.3874m/z,0.1714,0.84291,0.074217,0.93034
334.65_804.5541m/z,0.1714,0.84292,0.074216,0.93034
457.62_666.6398m/z,0.17136,0.84295,0.074196,0.93034
LPC(O-18:1/0:0)_2,0.17114,0.84314,0.074103,0.93043
LPC(14:0/0:0),0.17092,0.84332,0.074008,0.93052
160.7_352.2593m/z,0.17035,0.8438,0.073763,0.93092
96.71_283.6633m/z,0.17025,0.84388,0.073717,0.93092
387.92_783.573m/z,0.17008,0.84403,0.073644,0.93097
67.5_771.0369m/z,0.16955,0.84447,0.073418,0.93134
2-Aminobutyric acid,0.16926,0.84471,0.07329,0.9315
500.4_647.6172m/z,0.16907,0.84487,0.073208,0.93157
356.33_865.5714m/z,0.16885,0.84506,0.073114,0.93166
629.75_1141.628m/z,0.16838,0.84545,0.072913,0.93198
56.21_665.4452m/z,0.16805,0.84573,0.072768,0.93204
360.89_691.546m/z,0.16769,0.84603,0.072615,0.93204
59.41_1274.8795m/z,0.16766,0.84605,0.072602,0.93204
195.71_448.3535m/z,0.16741,0.84626,0.072494,0.93204
582.87_899.7133m/z,0.16714,0.8465,0.072375,0.93204
394.31_751.5483m/z,0.16705,0.84657,0.072335,0.93204
150.2_375.2672m/z,0.16697,0.84664,0.0723,0.93204
92.37_623.4506m/z,0.16691,0.84669,0.072278,0.93204
457.16_729.5627m/z,0.16687,0.84672,0.072261,0.93204
634.77_927.8223m/z,0.16679,0.84679,0.072223,0.93204
242.03_294.2177m/z,0.16654,0.847,0.072115,0.93204
427.5_115.9201m/z,0.16634,0.84717,0.07203,0.93204
301.92_883.5337m/z,0.16631,0.8472,0.072016,0.93204
289.6_857.5178m/z,0.16624,0.84726,0.071986,0.93204
458.76_539.3255m/z,0.16618,0.84731,0.071959,0.93204
91.0_243.634m/z,0.16618,0.84731,0.071959,0.93204
90.77_609.2998m/z,0.16617,0.84731,0.071956,0.93204
337.39_802.495m/z,0.16613,0.84734,0.071941,0.93204
428.64_751.5427m/z,0.16605,0.84741,0.071905,0.93204
436.17_615.4967m/z,0.16547,0.8479,0.071653,0.93247
447.12_562.5545m/z,0.1652,0.84813,0.07154,0.93261
96.93_600.33m/z,0.16481,0.84846,0.07137,0.93269
509.97_682.6345m/z,0.16481,0.84846,0.07137,0.93269
195.94_591.4597m/z,0.16475,0.84851,0.071345,0.93269
358.84_788.5424m/z,0.16431,0.84888,0.071156,0.93289
500.85_620.597m/z,0.16419,0.84898,0.0711,0.93289
435.72_636.5565m/z,0.164,0.84914,0.071019,0.93289
578.08_991.7713m/z,0.1639,0.84922,0.070978,0.93289
500.85_604.6032m/z,0.16382,0.84929,0.070944,0.93289
LPC(O-20:0/0:0),0.16381,0.84931,0.070936,0.93289
458.99_1629.3702m/z,0.16366,0.84943,0.070873,0.93289
400.47_719.5788m/z,0.16359,0.84949,0.070842,0.93289
377.66_1538.1589m/z,0.16342,0.84963,0.07077,0.93294
446.21_832.6613m/z,0.16314,0.84987,0.070647,0.93309
185.22_516.3786m/z,0.16279,0.85017,0.070496,0.9333
368.53_1530.1524m/z,0.16246,0.85045,0.070354,0.93346
359.98_891.589m/z,0.16238,0.85051,0.07032,0.93346
405.94_866.522m/z,0.16222,0.85064,0.070252,0.9335
596.79_573.4879m/z,0.16197,0.85086,0.070143,0.93362
354.73_763.5118m/z,0.1618,0.851,0.070071,0.93367
461.04_607.6127m/z,0.16159,0.85118,0.069979,0.93372
639.56_922.7401m/z,0.16151,0.85125,0.069943,0.93372
352.91_422.7768m/z,0.16135,0.85138,0.069878,0.93375
406.4_639.4964m/z,0.1607,0.85193,0.069597,0.93406
493.32_854.6999m/z,0.16068,0.85195,0.069587,0.93406
90.77_606.2809m/z,0.16058,0.85203,0.069545,0.93406
500.39_708.6414m/z,0.16054,0.85207,0.069527,0.93406
652.11_895.8743m/z,0.16037,0.85221,0.069451,0.93409
428.64_824.5208m/z,0.16027,0.85229,0.069411,0.93409
340.36_536.5039m/z,0.1601,0.85244,0.069335,0.9341
242.03_593.4746m/z,0.15994,0.85258,0.069266,0.9341
54.39_478.3463m/z,0.1599,0.85261,0.06925,0.9341
613.78_879.735m/z,0.15971,0.85277,0.069169,0.9341
336.71_769.5585m/z,0.15949,0.85296,0.069074,0.9341
328.72_1749.106m/z,0.15949,0.85296,0.069072,0.9341
214.2_568.4277m/z,0.15942,0.85301,0.069044,0.9341
391.34_863.611m/z,0.15932,0.85311,0.068997,0.9341
315.71_505.3994m/z,0.15911,0.85328,0.068908,0.93418
Succinic acid,0.15863,0.85368,0.068703,0.93442
216.02_279.231m/z,0.15857,0.85374,0.068675,0.93442
292.34_427.8159m/z,0.15846,0.85383,0.068626,0.93442
609.67_969.7354m/z,0.1583,0.85396,0.068561,0.93442
387.92_782.5696m/z,0.15822,0.85403,0.068525,0.93442
607.16_625.5179m/z,0.15803,0.8542,0.068441,0.93442
242.03_592.47m/z,0.15803,0.8542,0.06844,0.93442
507.24_268.2186m/z,0.1579,0.85431,0.068385,0.93443
223.09_275.2033m/z,0.15756,0.8546,0.068238,0.93446
385.64_931.5656m/z,0.15753,0.85462,0.068228,0.93446
376.28_850.5951m/z,0.15751,0.85464,0.068217,0.93446
352.91_413.2679m/z,0.15739,0.85474,0.068164,0.93446
642.53_874.7105m/z,0.15715,0.85494,0.068062,0.93457
613.78_874.7787m/z,0.15678,0.85526,0.067901,0.9346
96.93_392.1839m/z,0.15677,0.85527,0.067897,0.9346
375.37_717.563m/z,0.15669,0.85533,0.067864,0.9346
Heptadecenoic acid FA(17:1),0.15664,0.85538,0.067843,0.9346
62.71_720.0028m/z,0.15641,0.85557,0.067743,0.93471
403.66_664.5026m/z,0.1561,0.85583,0.06761,0.93488
466.97_787.6698m/z,0.15591,0.856,0.067528,0.93495
347.2_762.5281m/z,0.15543,0.85641,0.067319,0.93529
Glucose,0.15519,0.85661,0.067217,0.9354
581.73_844.7304m/z,0.15486,0.8569,0.067072,0.9356
65.9_1099.7759m/z,0.15444,0.85725,0.066892,0.93572
326.44_921.6195m/z,0.15425,0.85741,0.06681,0.93572
372.64_825.5861m/z,0.15405,0.85759,0.066722,0.93572
393.85_748.5281m/z,0.15376,0.85783,0.066598,0.93572
457.85_925.6543m/z,0.15362,0.85795,0.066537,0.93572
512.03_660.6285m/z,0.15359,0.85797,0.066526,0.93572
644.81_1254.5911m/z,0.15351,0.85804,0.066492,0.93572
389.52_700.529m/z,0.15351,0.85805,0.066488,0.93572
546.36_695.4225m/z,0.15348,0.85808,0.066475,0.93572
259.25_396.338m/z,0.15345,0.8581,0.066464,0.93572
247.16_366.3241m/z,0.15336,0.85818,0.066424,0.93572
269.52_1177.7107m/z,0.15312,0.85838,0.066322,0.93572
269.52_1176.7075m/z,0.15282,0.85864,0.066191,0.93572
295.07_523.3518m/z,0.15268,0.85876,0.06613,0.93572
457.85_924.6509m/z,0.15266,0.85877,0.066123,0.93572
348.11_732.4425m/z,0.15262,0.8588,0.066107,0.93572
67.73_1054.7475m/z,0.15253,0.85888,0.066066,0.93572
387.92_125.0005m/z,0.1525,0.8589,0.066055,0.93572
496.52_633.6379m/z,0.15248,0.85892,0.066046,0.93572
546.36_712.6172m/z,0.15201,0.85933,0.065842,0.93603
328.95_1770.0863m/z,0.15192,0.8594,0.065804,0.93603
605.11_973.8061m/z,0.15163,0.85965,0.065676,0.93604
76.85_542.426m/z,0.1516,0.85967,0.065667,0.93604
315.49_860.5362m/z,0.15139,0.85986,0.065573,0.93604
346.97_184.074m/z,0.15135,0.85989,0.065556,0.93604
58.49_426.3428m/z,0.15129,0.85995,0.065529,0.93604
334.88_782.906m/z,0.15113,0.86008,0.065461,0.93604
478.84_817.6811m/z,0.15102,0.86018,0.065413,0.93604
TG(52:4)_1,0.15087,0.8603,0.065348,0.93604
436.4_695.5853m/z,0.15085,0.86032,0.06534,0.93604
360.44_794.5948m/z,0.1506,0.86053,0.065234,0.93616
SM(d35:1); SM(d17:1/18:0) | SM(d18:1/17:0),0.15038,0.86072,0.065137,0.93626
384.73_833.5901m/z,0.15001,0.86104,0.064977,0.93642
399.79_1582.2175m/z,0.14997,0.86107,0.064961,0.93642
269.75_339.1992m/z,0.1498,0.86122,0.064888,0.93646
629.75_876.7943m/z,0.14966,0.86134,0.064825,0.93649
481.81_392.3888m/z,0.14926,0.86168,0.064654,0.93673
